reviewDate,score,interval,reviewTime,jpn,partOS,eng,category,agree
45490.06089,good,3,7,上る・登る,verb,"to climb, to go up",AA,yes
45490.06093,good,4,3,なる,verb,to become,AA,yes
45490.06124,good,22,7,ある,verb,"to be, to exist",AA,yes
45490.06141,good,23,15,上げる,verb,"to give, to improve, to raise",AA,no
45490.06146,good,48,4,おつかれさまでした。,phrase,Good job.,DL,yes
45490.06304,good,4,117,出来る,verb,to be able to do,AA,yes
45490.0765,bad,-100,9,泊まる,verb,to stay at (place),AA,yes
45490.07656,good,39,5,こわれました。,phrase,It's broken.,AA,no
45490.07677,good,9,1,出かける,verb,to leave,AA,yes
45490.07689,good,47,7,すしをたべます。,phrase,I eat sushi.,AA,yes
45490.07742,good,11,4,思う,verb,to think,AA,yes
45490.07759,good,22,3,持つ,verb,"to hold, to carry, to own",AA,yes
45490.07787,good,11,11,乗る,verb,to get on (vehicle),PT,yes
45490.078,good,40,10,やくそくします。,phrase,I promise.,AA,yes
45490.07804,good,31,4,吸う,verb,to smoke,AA,yes
45490.07832,good,3,6,集める,verb,to collect,AA,yes
45490.07854,good,12,5,急ぐ,verb,to hurry,AA,no
45490.07867,good,4,11,弾く,verb,to play (instrument),AA,yes
45490.07877,good,10,5,呼ぶ,verb,to call (not by phone),AA,yes
45490.07887,good,45,8,いってらっしゃい。,phrase,Take care!,DL,no
45490.07907,good,1,3,泊まる,verb,to stay at (place),AA,yes
45490.25839,bad,-100,30,動く,verb,to move,AA,yes
45490.25852,good,-100,11,気をつける,verb,to be careful,AA,yes
45490.25872,bad,-100,17,降る,verb,to precipitate,NE,yes
45490.25928,bad,-100,20,勝つ,verb,to win,AA,yes
45490.25935,good,-100,6,動く,verb,to move,AA,yes
45490.2594,good,-100,4,降る,verb,to precipitate,NE,yes
45490.25984,good,-100,6,勝つ,verb,to win,AA,yes
45490.25994,good,1,4,動く,verb,to move,AA,no
45490.26001,good,1,6,気をつける,verb,to be careful,AA,yes
45490.26006,good,1,4,降る,verb,to precipitate,NE,no
45490.26022,good,1,2,勝つ,verb,to win,AA,yes
45490.27367,bad,-100,13,履く,verb,wear (lower-body clothes),DL,yes
45490.27376,bad,-100,8,脱ぐ,verb,to take off (clothes),DL,yes
45490.27418,good,-100,15,着る,verb,to wear (upper-body clothes),DL,yes
45490.27426,bad,-100,7,履く,verb,wear (lower-body clothes),DL,yes
45490.27455,bad,-100,25,脱ぐ,verb,to take off (clothes),DL,yes
45490.275,good,-100,13,履く,verb,wear (lower-body clothes),DL,yes
45490.27513,good,-100,11,脱ぐ,verb,to take off (clothes),DL,yes
45490.27522,good,1,8,着る,verb,to wear (upper-body clothes),DL,yes
45490.27534,good,1,10,脱ぐ,verb,to take off (clothes),DL,yes
45490.27544,good,1,6,履く,verb,wear (lower-body clothes),DL,yes
45490.99865,good,29,6,分かる,verb,to understand,AA,yes
45490.99887,good,43,19,さいきんどう(ですか)。,phrase,How are you doing lately？,DL,yes
45491.00178,good,31,252,浴びる,verb,to take (a shower),AA,yes
45491.0023,good,6,6,返す,verb,to return,AA,no
45491.10796,good,52,5,ほんとうですか。,phrase,Really?,DL,yes
45491.10874,good,4,36,降る,verb,to precipitate,NE,no
45491.1088,good,12,5,歩く,verb,to walk,AA,yes
45491.10883,good,11,3,降りる,verb,to get off (vehicle),PT,yes
45491.10888,good,33,4,買う,verb,to buy,AA,yes
45491.10971,good,-100,72,めがねをかける,verb,wear (glasses),DL,yes
45491.10977,good,21,5,座る,verb,to sit,AA,yes
45491.10983,good,19,5,メイク,verbial noun,makeup,DL,yes
45491.1099,good,9,6,呉れる,verb,to give,AA,no
45491.11044,good,3,22,履く,verb,wear (lower-body clothes),DL,yes
45491.11058,good,17,12,閉める,verb,"to close, to shut",AA,yes
45491.11067,good,10,8,置く,verb,to put,AA,no
45491.11112,good,3,9,着る,verb,to wear (upper-body clothes),DL,yes
45491.11156,bad,-100,10,勝つ,verb,to win,AA,yes
45491.11201,bad,-100,34,被る,verb,to wear (hat),DL,yes
45491.11219,good,3,15,脱ぐ,verb,to take off (clothes),DL,yes
45491.11231,good,29,4,貰う,verb,to receive,AA,yes
45491.11238,good,7,6,下ろす,verb,"to lower, to unload",AA,no
45491.11299,good,-100,38,洗濯,verbial noun,laundry,DL,yes
45491.11315,bad,-100,14,被る,verb,to wear (hat),DL,yes
45491.11382,good,46,3,おやすみなさい。,phrase,Good night.,DL,yes
45491.11398,good,3,8,泊まる,verb,to stay at (place),AA,yes
45491.11407,good,-100,8,被る,verb,to wear (hat),DL,yes
45491.11418,good,9,9,借りる,verb,to borrow,AA,yes
45491.11429,good,9,10,入れる,verb,"to insert, to put in",AA,no
45491.11478,good,10,4,始める,verb,to start,AA,no
45491.11481,good,4,3,気をつける,verb,to be careful,AA,yes
45491.11493,good,14,10,消す,verb,"to turn off, to put out",AA,no
45491.11502,good,8,8,辞める,verb,to quit,AA,yes
45491.11513,good,-100,9,回す,verb,"to rotate, to turn",AA,yes
45491.11531,good,3,16,動く,verb,to move,AA,yes
45491.11535,good,7,3,走る,verb,to run,AA,no
45491.11563,bad,-100,7,めがねをかける,verb,wear (glasses),DL,yes
45491.11574,good,-100,3,めがねをかける,verb,wear (glasses),DL,yes
45491.11594,good,1,12,勝つ,verb,to win,AA,yes
45491.11619,good,1,11,洗濯,verbial noun,laundry,DL,yes
45491.1164,bad,-100,9,被る,verb,to wear (hat),DL,yes
45491.11664,good,-100,8,被る,verb,to wear (hat),DL,yes
45491.1167,good,1,5,回す,verb,"to rotate, to turn",AA,yes
45491.11688,good,1,6,めがねをかける,verb,wear (glasses),DL,no
45491.11712,bad,-100,9,被る,verb,to wear (hat),DL,yes
45491.11727,good,-100,8,被る,verb,to wear (hat),DL,yes
45491.11736,good,1,8,被る,verb,to wear (hat),DL,yes
45492.25907,good,4,10,回す,verb,"to rotate, to turn",AA,no
45492.25978,good,4,11,被る,verb,to wear (hat),DL,yes
45492.26021,good,52,6,どっちのほうが好きですか。,phrase,Which do you prefer？,DL,yes
45492.26032,good,18,4,電話,verbial noun,phone call,AA,yes
45492.26108,good,4,7,勝つ,verb,to win,AA,yes
45492.26116,good,4,5,めがねをかける,verb,wear (glasses),DL,yes
45492.26119,good,17,3,直す,verb,"to fix, to repair",AA,yes
45492.26132,bad,-100,11,洗濯,verbial noun,laundry,DL,yes
45492.26163,good,19,4,使う,verb,to use,AA,no
45492.26167,good,44,3,今どこにいますか。,phrase,Where are you now？,DL,yes
45492.26208,good,8,2,押す,verb,to press,AA,yes
45492.2623,good,16,7,旅行,verbial noun,travel,AA,yes
45492.26266,good,52,3,ありがとうございます。,phrase,Thank you very much.,DL,yes
45492.26272,good,53,5,何をしたいですか。,phrase,What do you want to do？,DL,no
45492.2635,good,44,4,それは何ですか。,phrase,What is that？,AC,yes
45492.26427,good,1,8,洗濯,verbial noun,laundry,DL,yes
45493.29163,good,11,7,掃除,verbial noun,clean,AA,yes
45493.29178,good,54,4,げんきんではらいます。,phrase,I will pay in cash.,DL,yes
45493.29227,good,46,4,みずをください。,phrase,Water please.,DL,yes
45493.29233,good,6,5,上る・登る,verb,"to climb, to go up",AA,no
45493.29238,good,53,4,しっていますか。,phrase,Do you know？,DL,yes
45493.29262,good,46,4,かぜをひきました。,phrase,I caught a cold.,BH,yes
45493.29264,good,52,2,すこしはなせます。,phrase,I can speak a little.,DL,yes
45493.29278,good,19,8,忘れる,verb,to forget,AA,no
45493.29293,good,3,13,洗濯,verbial noun,laundry,DL,yes
45493.29344,good,17,7,作る,verb,to make,AA,yes
45493.29356,good,47,4,きんちょうしています。,phrase,I'm nervous.,AA,yes
45493.29383,good,44,4,ばあいによります。,phrase,It depends.,AC,yes
45496.0262,good,13,300,集める,verb,to collect,AA,yes
45496.02654,good,65,2,いきましょう！,phrase,Let's go！,DL,no
45496.02664,good,11,9,弾く,verb,to play (instrument),AA,no
45496.02694,good,12,14,動く,verb,to move,AA,yes
45496.6376,good,8,5,泊まる,verb,to stay at (place),AA,yes
45496.63765,good,10,4,履く,verb,wear (lower-body clothes),DL,yes
45496.6381,good,26,5,勉強,verbial noun,study,AA,yes
45496.63823,good,33,8,開ける,verb,to open,AA,yes
45496.63841,good,47,3,いいえ、だいじょうぶです。,phrase,No thanks.,DL,yes
45496.63848,good,44,6,どうでしたか。,phrase,How was it？,DL,no
45496.63852,good,13,3,出来る,verb,to be able to do,AA,yes
45496.63892,good,27,10,覚える,verb,to memorize,AA,yes
45496.63899,good,64,6,おはようございます。,phrase,Good morning.,DL,no
45496.63955,good,63,5,わかりましたか。,phrase,Do you understand？,DL,yes
45496.63971,good,26,4,会う,verb,to meet,AA,yes
45496.63972,good,13,1,なる,verb,to become,AA,no
45496.63986,good,11,12,脱ぐ,verb,to take off (clothes),DL,yes
45496.6402,good,30,8,手伝う,verb,to help,AA,yes
45496.64023,good,50,3,なんでもないです。,phrase,Never mind.,DL,no
45496.64082,good,60,9,なんていいましたか。,phrase,What did you say？,DL,no
45496.64087,good,60,4,しりません。,phrase,I don't know.,DL,yes
45496.64135,bad,-100,27,どうおもいますか。,phrase,What do you think?,DL,no
45496.64155,good,55,3,英語ははねせますか。,phrase,"
Do you speak English？<rp>(</rp>",DL,no
45496.64163,good,14,4,気をつける,verb,to be careful,AA,no
45496.64188,bad,-100,21,のどがかわきました。,phrase,I am thirsty.,AA,yes
45496.64197,good,53,8,しゃしんをとりましょうか。,phrase,Would you like me to take a picture？,DL,yes
45496.64205,good,38,5,払う,verb,to pay,AA,yes
45496.64208,good,54,3,ほんきですか。,phrase,Are you serious?,AC,yes
45496.64219,good,16,9,止める,verb,to stop,AA,yes
45496.64222,good,57,3,よろしくおねがいします。,phrase,Please be nice to me.,DL,no
45496.64231,good,54,6,カラオケに行きませんか。,phrase,Why don't we go to karakoke？,DL,yes
45496.64243,good,54,4,テストできましたか。,phrase,How did you do on the test?,AC,yes
45496.64289,good,19,4,出る,verb,to leave,AA,yes
45496.6431,good,63,2,これはりんごとペンです。,phrase,This is an apple and pen.,AC,no
45496.64332,good,60,2,またね。,phrase,See you later.,DL,yes
45496.64355,good,57,6,どうしましたか。,phrase,What's up？,DL,yes
45496.64358,good,44,2,話す,verb,to speak,AA,no
45496.64362,good,50,4,それはちょっと…。,phrase,I don't think so.,DL,yes
45496.64368,good,19,5,説明,verbial noun,explanation,AC,yes
45496.64381,good,7,11,洗濯,verbial noun,laundry,DL,yes
45496.64392,good,43,7,終わる,verb,to finish,AA,no
45496.64394,good,25,1,ゲーム,verbial noun,game,AA,yes
45496.64398,good,12,4,勝つ,verb,to win,AA,yes
45496.64426,good,47,7,うらやましいです。,phrase,I'm envious.,AC,yes
45496.64429,good,21,3,出す,verb,to put out,AA,yes
45496.64439,good,52,5,どこにいくんですか。,phrase,Where are you going?,PT,no
45496.64446,good,34,2,歌う,verb,to sing,AA,yes
45496.64448,good,57,2,いってきます。,phrase,I'm leaving.,DL,yes
45496.64465,good,47,2,ただいま。,phrase,I am back.,DL,no
45496.64492,good,17,1,遊ぶ,verb,"to play, to hang out",AA,no
45496.64516,good,39,6,見る,verb,to see,AA,no
45496.64523,good,23,6,切る,verb,to cut,AA,yes
45496.6453,good,51,4,きにしないでください。,phrase,Never mind.,DL,yes
45496.64536,good,22,2,運転,verbial noun,driving (of vehicle),PT,no
45496.64639,good,1,2,のどがかわきました。,phrase,I am thirsty.,AA,yes
45496.64661,good,1,11,どうおもいますか。,phrase,What do you think?,DL,no
45498.12071,good,14,201,着る,verb,to wear (upper-body clothes),DL,yes
45498.1208,good,14,8,捨てる,verb,to throw away,AA,no
45498.12098,good,59,2,おなかいっぱいです。,phrase,I'm full.,AA,yes
45498.12112,good,13,3,降る,verb,to precipitate,NE,no
45498.12126,good,58,4,たかいです。,phrase,It is expensive.,AC,yes
45498.12134,good,12,7,めがねをかける,verb,wear (glasses),DL,yes
45498.12139,good,36,4,付ける,verb,"to turn on (lights), to attach",AA,yes
45498.12176,good,10,13,回す,verb,"to rotate, to turn",AA,yes
45498.2872,good,15,29.81,被る,verb,to wear (hat),DL,yes
45498.28726,good,36,1.759,食べる,verb,to eat,AA,yes
45498.28748,good,-100,7.776,引く,verb,"to pull, to catch (a cold), to draw (a card), to subtract",AA,yes
45498.28752,good,55,3.423,ごちそうさまでした。,phrase,Thank you for the food.,DL,yes
45498.28765,good,47,4.882,はい、おねがいします。,phrase,Yes please.,DL,yes
45498.2878,bad,-100,10.438,渡る,verb,to cross (bridge),AA,yes
45498.28808,good,13,6.882,返す,verb,to return,AA,yes
45498.28828,good,-100,17.593,持って来る,verb,to bring (smth),AA,yes
45498.28854,good,57,5.867,どうして。,phrase,Why？,DL,yes
45498.28868,bad,-100,7.444,立つ,verb,to stand,AA,yes
45498.28877,good,-100,8.098,渡る,verb,to cross (bridge),AA,yes
45498.28885,good,-100,6.757,触る,verb,to touch,AA,yes
45498.28901,good,4,6.381,のどがかわきました。,phrase,I am thirsty.,AA,yes
45498.28927,bad,-100,13.402,生まれる,verb,to be born,PR,yes
45498.28931,good,61,2.966,いただきます。,phrase,Thank you for the meal.,DL,yes
45498.28971,good,-100,10.222,曲がる,verb,to turn (left/right),AA,no
45498.29004,good,15,5.866,下ろす,verb,"to lower, to unload",AA,no
45498.29027,good,-100,4.205,生まれる,verb,to be born,PR,no
45498.29093,bad,-100,26.295,連れて来る,verb,to bring (someone),AA,no
45498.29125,good,19,27.598,走る,verb,to run,AA,yes
45498.29159,good,4,13.746,どうおもいますか。,phrase,What do you think?,DL,yes
45498.29198,good,-100,5.786,連れて来る,verb,to bring (someone),AA,yes
45498.29208,good,-100,5.924,連れて行く,verb,to take (someone),AA,yes
45498.29213,good,67,3.881,うそです。,phrase,Just kidding.,DL,yes
45498.29219,good,57,2.338,たのしんでくださいね。,phrase,Have fun.,AA,yes
45498.29226,good,54,6.005,つかれました。,phrase,I'm tired.,AC,yes
45498.2924,good,-100,7.525,持って行く,verb,to take (smth),AA,yes
45498.29257,good,58,7.735,まあまあです。,phrase,Not bad.,DL,yes
45498.29269,good,57,4.874,どうですか。,phrase,How is that？,DL,yes
45498.29276,good,1,5.828,持って来る,verb,to bring (smth),AA,no
45498.29281,good,1,3.872,引く,verb,"to pull, to catch (a cold), to draw (a card), to subtract",AA,yes
45498.29286,good,1,4.404,立つ,verb,to stand,AA,yes
45498.2929,good,1,3.819,曲がる,verb,to turn (left/right),AA,no
45498.29295,good,1,4.477,触る,verb,to touch,AA,yes
45498.29304,bad,-100,7.403,渡る,verb,to cross (bridge),AA,no
45498.29315,good,-100,5.171,渡る,verb,to cross (bridge),AA,no
45498.2932,good,1,3.891,生まれる,verb,to be born,PR,yes
45498.29328,good,1,7.375,連れて行く,verb,to take (someone),AA,yes
45498.29338,good,1,5.252,持って行く,verb,to take (smth),AA,yes
45498.29346,good,1,7.259,連れて来る,verb,to bring (someone),AA,yes
45498.2935,good,1,3.434,渡る,verb,to cross (bridge),AA,yes
45498.29389,good,-100,25.399,留学,verbial noun,study abroad,PT,yes
45498.29396,good,-100,6.391,散歩,verbial noun,stroll,AA,no
45498.294,good,-100,3.345,心配,verbial noun,worry,AC,no
45498.29405,good,-100,3.942,予約,verbial noun,reservation,PT,yes
45498.29421,bad,-100,13.603,紹介,verbial noun,introduction,PR,yes
45498.29427,good,1,5.756,留学,verbial noun,study abroad,PT,yes
45498.29435,bad,-100,7.012,紹介,verbial noun,introduction,PR,yes
45498.29445,good,1,8.121,心配,verbial noun,worry,AC,no
45498.29449,good,-100,3.965,紹介,verbial noun,introduction,PR,yes
45498.29473,good,1,6.486,散歩,verbial noun,stroll,AA,yes
45498.29479,good,1,4.995,紹介,verbial noun,introduction,PR,no
45498.29487,good,1,6.966,予約,verbial noun,reservation,PT,no
45498.29658,good,-100,142.309,旨い / 上手い,adj,"good, delicious",AC,yes
45498.29663,good,-100,4.846,やばい,adj,"amazing, terrible",AC,yes
45498.29667,good,-100,3.312,小さい,adj,small,AC,yes
45498.2967,good,-100,2.883,大きい,adj,big,AC,no
45498.29704,bad,-100,28.765,案内,verbial noun,"guide, show around",AA,yes
45498.29707,good,1,2.681,やばい,adj,"amazing, terrible",AC,yes
45498.29712,good,-100,4.098,案内,verbial noun,"guide, show around",AA,yes
45498.29714,good,1,2.124,小さい,adj,small,AC,yes
45498.2972,good,1,4.909,案内,verbial noun,"guide, show around",AA,no
45498.29731,good,1,9.613,旨い / 上手い,adj,"good, delicious",AC,yes
45498.29733,good,1,2.024,大きい,adj,big,AC,yes
45499.32649,good,31,4,習う,verb,to learn (from someone),AA,no
45499.32709,good,59,2,せがたかいです。,phrase,They are a tall person.,AC,yes
45499.32716,good,59,6,しっています。,phrase,I know.,DL,no
45499.32721,good,59,4,おめでとうございます。,phrase,Congratulations！,DL,yes
45499.32735,good,61,7,今日は何をしますか。,phrase,What will you do today？,DL,yes
45499.3274,good,4,4,渡る,verb,to cross (bridge),AA,yes
45499.32743,good,36,3,行く,verb,to go,AA,yes
45499.3275,good,46,6,無くす,verb,to lose (smth),AA,yes
45499.3277,good,3,11,旨い / 上手い,adj,"good, delicious",AC,yes
45499.32792,good,4,12,持って行く,verb,to take (smth),AA,yes
45499.32806,good,3,10,連れて来る,verb,to bring (someone),AA,yes
45499.32809,good,60,3,ねつがあります。,phrase,I have a fever.,BH,yes
45499.32819,good,21,5,出かける,verb,to leave,AA,yes
45499.32828,good,4,7,引く,verb,"to pull, to catch (a cold), to draw (a card), to subtract",AA,yes
45499.32836,good,4,7,曲がる,verb,to turn (left/right),AA,yes
45499.32845,good,18,8,辞める,verb,to quit,AA,yes
45499.32851,good,4,5,触る,verb,to touch,AA,yes
45499.32854,good,3,3,立つ,verb,to stand,AA,yes
45499.32867,good,4,11,連れて行く,verb,to take (someone),AA,no
45499.32873,good,4,5,生まれる,verb,to be born,PR,yes
45499.32876,good,4,3,予約,verbial noun,reservation,PT,yes
45499.32887,bad,-100,9,紹介,verbial noun,introduction,PR,yes
45499.32897,good,66,9,こちらこそ。,phrase,Thank you too.,DL,yes
45499.329,good,63,3,やすいです。,phrase,It's cheap.,AC,yes
45499.32905,good,3,4,やばい,adj,"amazing, terrible",AC,yes
45499.32926,good,3,9,小さい,adj,small,AC,yes
45499.32931,good,3,4,心配,verbial noun,worry,AC,yes
45499.32935,good,13,4,上る・登る,verb,"to climb, to go up",AA,no
45499.32943,good,3,7,留学,verbial noun,study abroad,PT,no
45499.32949,good,4,5,散歩,verbial noun,stroll,AA,no
45499.32963,good,3,3,案内,verbial noun,"guide, show around",AA,yes
45499.3297,good,59,6,まどをあけてもいいですか。,phrase,Can I open the window？,AA,no
45499.3298,good,4,9,持って来る,verb,to bring (smth),AA,yes
45499.32985,good,4,4,大きい,adj,big,AC,yes
45499.33008,good,1,3,紹介,verbial noun,introduction,PR,yes
45499.33138,good,-100,42,冷たい,adj,cold (thing),NE,no
45499.33257,good,-100,103,不味い,adj,"yucky, bad tasting",AC,yes
45499.33271,good,-100,12,高い,adj,"expensive, tall",AC,yes
45499.33288,bad,-100,15,寒い,adj,cold (weather),NE,no
45499.33292,good,-100,3,安い,adj,cheap,AC,yes
45499.33307,good,-100,13,暖かい,adj,warm,NE,yes
45499.33332,good,-100,22,暑い,adj,hot,NE,yes
45499.33337,good,-100,4,美味しい,adj,"yummy, delicious",AC,yes
45499.33341,good,-100,4,新しい,adj,new,AC,yes
45499.3335,good,-100,7,低い,adj,low,AC,no
45499.33355,good,-100,5,寒い,adj,cold (weather),NE,yes
45499.33361,good,1,5,冷たい,adj,cold (thing),NE,yes
45499.33365,good,1,3,暖かい,adj,warm,NE,no
45499.3337,good,1,5,高い,adj,"expensive, tall",AC,no
45499.33375,good,1,4,新しい,adj,new,AC,no
45499.3338,good,1,4,低い,adj,low,AC,yes
45499.33384,good,1,4,不味い,adj,"yucky, bad tasting",AC,no
45499.33389,good,1,4,寒い,adj,cold (weather),NE,yes
45499.33391,good,1,2,美味しい,adj,"yummy, delicious",AC,yes
45499.33394,good,1,2,安い,adj,cheap,AC,no
45499.33398,good,1,4,暑い,adj,hot,NE,yes
45499.33479,bad,-100,12,古い,adj,old (thing),AC,yes
45499.33483,good,-100,3,古い,adj,old (thing),AC,yes
45499.33485,good,1,2,古い,adj,old (thing),AC,yes
45500.24846,bad,-100,15.474,呉れる,verb,to give,AA,no
45500.24884,good,57,4.694,おなかすきました。,phrase,I'm hungry.,AA,yes
45500.24899,good,45,1.878,飲む,verb,to drink,AA,yes
45500.24903,good,46,3.205,書く,verb,to write,AA,no
45500.24963,good,24,9.064,入れる,verb,"to insert, to put in",AA,yes
45500.2498,good,64,3.985,とうきょうにすんでいます。,phrase,I live in Tokyo.,PT,yes
45500.24983,good,66,3.39,しつもんがあります。,phrase,I have a question.,DL,yes
45500.24988,good,53,4.033,きをつけてください。,phrase,Be careful please.,AA,no
45500.25047,good,16,4.34,借りる,verb,to borrow,AA,yes
45500.25071,good,43,6.908,見つける,verb,to find,AA,yes
45500.25088,good,65,8.635,あんまり好きじゃないです。,phrase,I don't really like it.,DL,yes
45500.2516,good,3,22.23,紹介,verbial noun,introduction,PR,yes
45500.25198,good,1,3.856,呉れる,verb,to give,AA,yes
45501.04949,good,25,5,呉れる,verb,to give,AA,yes
45501.04962,good,4,11,寒い,adj,cold (weather),NE,yes
45501.04966,good,3,4,冷たい,adj,cold (thing),NE,no
45501.04975,good,4,5,古い,adj,old (thing),AC,yes
45501.04991,good,59,4,おなかすきました。,phrase,I'm hungry.,AA,no
45501.04995,good,47,1,飲む,verb,to drink,AA,yes
45501.05003,good,4,7,不味い,adj,"yucky, bad tasting",AC,yes
45501.05006,good,47,2,書く,verb,to write,AA,yes
45501.05042,bad,-100,6,暖かい,adj,warm,NE,yes
45501.05044,good,3,2,安い,adj,cheap,AC,no
45501.0505,good,25,5,入れる,verb,"to insert, to put in",AA,no
45501.05052,good,65,2,とうきょうにすんでいます。,phrase,I live in Tokyo.,PT,yes
45501.05057,good,67,4,しつもんがあります。,phrase,I have a question.,DL,yes
45501.05064,good,54,2,きをつけてください。,phrase,Be careful please.,AA,yes
45501.05068,good,17,4,借りる,verb,to borrow,AA,no
45501.05118,good,44,2,見つける,verb,to find,AA,yes
45501.05122,good,3,3,高い,adj,"expensive, tall",AC,yes
45501.05133,good,66,4,あんまり好きじゃないです。,phrase,I don't really like it.,DL,yes
45501.05137,good,3,3,新しい,adj,new,AC,no
45501.05169,good,3,5,紹介,verbial noun,introduction,PR,yes
45501.05174,good,3,4,暑い,adj,hot,NE,yes
45501.05196,good,5,4,美味しい,adj,"yummy, delicious",AC,no
45501.05207,good,4,8,低い,adj,low,AC,yes
45501.05238,good,26,4,始める,verb,to start,AA,yes
45501.0525,good,50,10,今何をしていますか。,phrase,What are you doing now?,DL,yes
45501.05273,good,37,8,帰る,verb,to go home,AA,no
45501.05314,good,61,2,よくできました。,phrase,I did very well.,DL,yes
45501.05318,good,68,4,カードではらいます。,phrase,I will pay by card.,DL,yes
45501.05326,good,30,7,乗る,verb,to get on (vehicle),PT,yes
45501.05331,good,61,4,ドアをあけてください。,phrase,Please open the door.,AA,yes
45501.05354,good,66,8,いいですね。,phrase,Sounds good.,DL,yes
45501.05358,good,70,3,カフェでべんきょうします。,phrase,I study at a cafe.,AA,yes
45501.05409,good,62,3,びっくりしました。,phrase,You surprised me.,AA,yes
45501.05418,good,30,3,思う,verb,to think,AA,yes
45501.05442,good,37,6,休む,verb,to rest,AA,no
45501.05464,good,26,4,置く,verb,to put,AA,no
45501.05481,good,1,5,暖かい,adj,warm,NE,yes
45502.28594,good,30,26,呼ぶ,verb,to call (not by phone),AA,yes
45502.28598,good,20,4,押す,verb,to press,AA,yes
45502.28613,good,-100,6,難しい,adj,difficult,AC,yes
45502.28619,good,70,5,おいしいです。,phrase,It's delicious.,DL,no
45502.28623,good,66,3,はじめまして。,phrase,Nice to meet you.,DL,yes
45502.28662,good,10,3,のどがかわきました。,phrase,I am thirsty.,AA,no
45502.28683,good,8,5,立つ,verb,to stand,AA,yes
45502.28782,good,64,7,しりませんでした。,phrase,I didn't know that.,DL,yes
45502.28806,good,8,3,小さい,adj,small,AC,yes
45502.28848,bad,-100,17,旨い / 上手い,adj,"good, delicious",AC,yes
45502.2891,good,62,4,おしごとはなんですか。,phrase,What's your job?,DL,no
45502.28962,good,6,20,案内,verbial noun,"guide, show around",AA,yes
45502.28968,good,30,5,急ぐ,verb,to hurry,AA,yes
45502.28995,bad,-100,20,留学,verbial noun,study abroad,PT,yes
45502.29035,good,3,4,暖かい,adj,warm,NE,yes
45502.29069,good,6,4,やばい,adj,"amazing, terrible",AC,yes
45502.29097,good,63,9,なにもたべたくないです。,phrase,I don't want to eat anything.,DL,no
45502.29131,good,-100,23,かっこいい,adj,cool,AC,yes
45502.29141,good,61,6,いそがしいです。,phrase,It's busy.,AC,yes
45502.29149,good,7,7,どうおもいますか。,phrase,What do you think?,DL,yes
45502.29162,good,47,6,入る,verb,"to enter, to take (a bath)",AA,yes
45502.29171,good,1,8,難しい,adj,difficult,AC,yes
45502.29242,good,1,13,旨い / 上手い,adj,"good, delicious",AC,yes
45502.29252,good,1,4,留学,verbial noun,study abroad,PT,yes
45502.29266,good,1,4,かっこいい,adj,cool,AC,yes
45502.29353,bad,-100,15,汚い,adj,dirty,AC,yes
45502.2938,good,-100,23,便利,adj,convenient,AC,yes
45502.29395,bad,-100,13,親切,adj,kind,AC,no
45502.29434,bad,-100,17,煩い,adj,loud,AC,yes
45502.29444,bad,-100,9,汚い,adj,dirty,AC,yes
45502.29488,good,-100,38,綺麗,adj,beautiful,AC,yes
45502.29497,good,-100,7,親切,adj,kind,AC,no
45502.29538,bad,-100,15,煩い,adj,loud,AC,yes
45502.29559,good,-100,18,汚い,adj,dirty,AC,yes
45502.2958,bad,-100,18,静か,adj,quiet,AC,yes
45502.29606,bad,-100,16,煩い,adj,loud,AC,yes
45502.29616,bad,-100,8,静か,adj,quiet,AC,yes
45502.29627,good,-100,10,煩い,adj,loud,AC,no
45502.2963,good,-100,2,静か,adj,quiet,AC,yes
45502.29642,good,1,2,便利,adj,convenient,AC,yes
45502.29647,good,1,4,親切,adj,kind,AC,yes
45502.29652,good,1,4,綺麗,adj,beautiful,AC,yes
45502.29676,good,1,17,汚い,adj,dirty,AC,yes
45502.29679,good,1,3,煩い,adj,loud,AC,no
45502.29688,good,1,4,静か,adj,quiet,AC,yes
45503.08726,good,9,300,連れて来る,verb,to bring (someone),AA,yes
45503.08741,good,11,13,心配,verbial noun,worry,AC,yes
45503.08749,good,30,7,降りる,verb,to get off (vehicle),PT,yes
45503.08777,good,4,24,親切,adj,kind,AC,yes
45503.08786,good,9,8,引く,verb,"to pull, to catch (a cold), to draw (a card), to subtract",AA,yes
45503.08848,good,12,18,散歩,verbial noun,stroll,AA,yes
45503.08934,good,11,8,生まれる,verb,to be born,PR,yes
45503.08976,good,-100,36,近い,adj,close,AC,yes
45503.0899,good,4,12,綺麗,adj,beautiful,AC,yes
45503.08995,good,10,5,渡る,verb,to cross (bridge),AA,yes
45503.09012,good,4,14,煩い,adj,loud,AC,yes
45503.09021,good,10,8,触る,verb,to touch,AA,no
45503.09045,good,10,9,持って行く,verb,to take (smth),AA,yes
45503.09094,good,3,33,旨い / 上手い,adj,"good, delicious",AC,no
45503.09104,good,3,9,難しい,adj,difficult,AC,yes
45503.09137,good,63,13,すごいですね。,phrase,It's great.,AC,no
45503.09214,bad,-100,58,詰まらない,adj,boring,AC,yes
45503.09222,good,10,7,大きい,adj,big,AC,yes
45503.09226,good,27,3,歩く,verb,to walk,AA,no
45503.09271,good,72,4,ねむいです。,phrase,I am sleepy.,AC,yes
45503.09294,good,-100,20,面白い,adj,interesting,AC,yes
45503.09331,good,9,32,連れて行く,verb,to take (someone),AA,no
